station_id,session_id,trial,perturbation,description,target_value,target_unit,mean_x,mean_y,mean_yaw,sample_std_x,sample_std_y,sample_std_yaw,sample_count,completed_at
docking_3,20260926_153815_636135,1,forward,,0.3,m,-0.06732804864887296,-0.37914642797320025,-0.0019304813876038828,1.2732944570536583e-10,2.4502338303662473e-13,0.0,30,2026-09-26T15:40:05.297+09:00
