station_id,session_id,trial_count,samples_per_trial,sample_interval,mean_x,mean_y,mean_yaw,std_x,std_y,std_yaw,completed_at
docking_1,20260924_182003_824136,10,30,0.05,-0.12168649287494696,0.3724790387848056,0.044205830588545124,0.0212387929847771,0.023850395488426736,0.031727639141014785,2026-09-24T18:33:39.438+09:00
