station_id,session_id,trial_count,samples_per_trial,sample_interval,mean_x,mean_y,mean_yaw,std_x,std_y,std_yaw,completed_at
docking_1,20260926_151203_351331,5,30,0.1,-0.12491263298547987,0.3989046694977237,0.0008038988154136428,0.014556637291026669,0.027126803486077808,0.04959939979421701,2026-09-26T15:18:05.190+09:00
