station_id,session_id,measurement,trial,sample,stamp,x,y,yaw
docking_1,20260926_142413_102967,baseline,,1,1790400296.427380315,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,2,1790400296.527595912,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,3,1790400296.627592956,-0.12333315937062932,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,4,1790400296.727614129,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,5,1790400296.828997169,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,6,1790400296.927389166,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,7,1790400297.027460339,-0.12333315937062929,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,8,1790400297.127747471,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,9,1790400297.227998622,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,10,1790400297.327596266,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,11,1790400297.427379666,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,12,1790400297.527768444,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,13,1790400297.627581973,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,14,1790400297.727354132,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,15,1790400297.827437545,-0.12333315937062929,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,16,1790400297.927490737,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,17,1790400297.980559838,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,18,1790400298.127344643,-0.12333315937062929,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,19,1790400298.280940390,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,20,1790400298.380764678,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,21,1790400298.484759416,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,22,1790400298.580772711,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,23,1790400298.727505795,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,24,1790400298.827560986,-0.12333315937062929,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,25,1790400298.928506385,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,26,1790400299.028805721,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,27,1790400299.185836097,-0.12333315937062932,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,28,1790400299.280968074,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,29,1790400299.379885321,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,baseline,,30,1790400299.483964131,-0.1233331593706293,0.34827623437444294,0.013256047617740508
docking_1,20260926_142413_102967,trial,1,1,1790400511.527377500,-0.16647992493746183,0.34509819796120833,0.05170715953552966
docking_1,20260926_142413_102967,trial,1,2,1790400511.628618043,-0.16647992494203073,0.3450981979609501,0.05170715953552966
docking_1,20260926_142413_102967,trial,1,3,1790400511.727307321,-0.1664799249460384,0.34509819796072394,0.05170715953552966
docking_1,20260926_142413_102967,trial,1,4,1790400511.827284611,-0.16647992493980293,0.3450981979610299,0.05170715953552966
docking_1,20260926_142413_102967,trial,1,5,1790400511.880465610,-0.16647992495531885,0.34509819796021884,0.05170715953552966
docking_1,20260926_142413_102967,trial,1,6,1790400512.027778576,-0.16647992495763408,0.34509819796007923,0.05170715953552966
docking_1,20260926_142413_102967,trial,1,7,1790400512.127387067,-0.16649040488900774,0.3450976553068529,0.051558473551384675
docking_1,20260926_142413_102967,trial,1,8,1790400512.227904182,-0.16647549688803853,0.3450984229253563,0.05173487786226126
docking_1,20260926_142413_102967,trial,1,9,1790400512.327326432,-0.1664754963632158,0.34509842295244436,0.05173487786226126
docking_1,20260926_142413_102967,trial,1,10,1790400512.427300680,-0.16647549635382936,0.3450984229528786,0.05173487786226126
