station_id,session_id,trial_count,samples_per_trial,sample_interval,mean_x,mean_y,mean_yaw,std_x,std_y,std_yaw,completed_at
docking_1,20260926_142413_102967,10,30,0.1,-0.13815740407483684,0.3807322743882815,0.03731314850562593,0.0185631123633721,0.029711526957043714,0.04802434455184726,2026-09-26T14:36:42.645+09:00
