condition,trial,elapsed_sec,phase,odom_x_m,odom_y_m,odom_yaw_deg,relative_x_m,relative_y_m,relative_yaw_deg,source_file
ekf,2,50.4305,short_2_forward,-0.100391,0.465064,-85.220222,-0.012341,0.425492,-93.84353,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.4617,short_2_forward,-0.100115,0.460322,-85.294843,-0.012779,0.420762,-93.918151,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.5311,short_2_forward,-0.099567,0.455211,-85.342709,-0.013003,0.415628,-93.966017,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.576,short_2_forward,-0.099301,0.45028,-85.451967,-0.01348,0.410712,-94.075275,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.6343,short_2_forward,-0.098728,0.445006,-85.385838,-0.013704,0.405411,-94.009146,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.6751,short_2_forward,-0.098475,0.440176,-85.400509,-0.014178,0.400598,-94.023817,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.761,short_2_forward,-0.097909,0.434823,-85.422104,-0.014421,0.395221,-94.045411,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.7779,short_2_forward,-0.097634,0.429978,-85.478282,-0.014876,0.390389,-94.10159,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.8885,short_2_forward,-0.097111,0.424699,-85.433158,-0.01515,0.385092,-94.056465,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.9051,short_2_forward,-0.096798,0.419826,-85.517081,-0.015571,0.380227,-94.140388,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.9312,short_2_forward,-0.096308,0.414722,-85.512587,-0.015852,0.375108,-94.135895,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,50.9621,short_2_forward,-0.09602,0.409774,-85.456125,-0.016309,0.370172,-94.079433,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.0612,short_2_forward,-0.095496,0.404527,-85.425067,-0.016578,0.364906,-94.048374,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.0783,short_2_forward,-0.095189,0.399545,-85.545119,-0.017022,0.359934,-94.168426,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.1301,short_2_forward,-0.094683,0.3943,-85.435674,-0.017307,0.354672,-94.058982,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.1618,short_2_forward,-0.094387,0.389404,-85.425041,-0.017749,0.349787,-94.048349,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.2285,short_2_forward,-0.093861,0.384004,-85.35794,-0.018038,0.34437,-93.981248,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.262,short_2_forward,-0.093546,0.379173,-85.433403,-0.018451,0.339546,-94.05671,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.3286,short_2_forward,-0.093047,0.373929,-85.415133,-0.018744,0.334287,-94.038441,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.3616,short_2_forward,-0.092733,0.369071,-85.406044,-0.019162,0.329436,-94.029351,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.4314,short_2_forward,-0.092231,0.363822,-85.331888,-0.019453,0.324171,-93.955196,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.4616,short_2_forward,-0.091911,0.358945,-85.334572,-0.019868,0.319301,-93.95788,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.5295,short_2_forward,-0.091396,0.353596,-85.286092,-0.020161,0.313936,-93.9094,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.5624,short_2_forward,-0.091064,0.348723,-85.338952,-0.020563,0.309068,-93.962259,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.6286,short_2_forward,-0.090564,0.343463,-85.294653,-0.020857,0.303793,-93.917961,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.6619,short_2_forward,-0.090231,0.338584,-85.330531,-0.021259,0.298919,-93.953839,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.7294,short_2_forward,-0.089728,0.333294,-85.346395,-0.021555,0.293613,-93.969703,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.7615,short_2_forward,-0.089397,0.328415,-85.332379,-0.02196,0.288739,-93.955687,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.8314,short_2_forward,-0.088903,0.323135,-85.230164,-0.022264,0.283445,-93.853472,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.8631,short_2_forward,-0.088546,0.318247,-85.265771,-0.022643,0.278559,-93.889079,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.9316,short_2_forward,-0.088064,0.313079,-85.211808,-0.022941,0.273377,-93.835116,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,51.9774,short_2_forward,-0.087713,0.30818,-85.183043,-0.023329,0.268481,-93.806351,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.034,short_2_forward,-0.087204,0.302897,-85.25863,-0.023618,0.263181,-93.881938,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.0683,short_2_forward,-0.086859,0.298051,-85.285597,-0.024003,0.258339,-93.908905,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.1334,short_2_forward,-0.086366,0.292748,-85.282114,-0.024311,0.253021,-93.905422,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.1621,short_2_forward,-0.08602,0.287961,-85.332356,-0.024687,0.248236,-93.955664,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.2306,short_2_forward,-0.085554,0.282822,-85.421495,-0.024996,0.243086,-94.044803,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.2625,short_2_forward,-0.085206,0.277973,-85.508107,-0.025379,0.238239,-94.131415,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.4451,short_2_forward,-0.084758,0.272781,-85.481074,-0.025715,0.23304,-94.104382,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.4623,short_2_forward,-0.084418,0.267969,-85.504883,-0.0261,0.22823,-94.128191,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.4713,short_2_forward,-0.083956,0.262595,-85.637089,-0.026449,0.222848,-94.260397,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.4752,short_2_forward,-0.083626,0.257805,-85.555433,-0.026841,0.218063,-94.178741,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.5295,short_2_forward,-0.083177,0.252512,-85.613857,-0.02719,0.212762,-94.237165,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.5624,short_2_forward,-0.082842,0.247707,-85.642618,-0.02758,0.207961,-94.265926,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.6319,short_2_forward,-0.082406,0.242406,-85.651553,-0.027944,0.202655,-94.274861,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.6623,short_2_forward,-0.082064,0.237505,-85.693203,-0.028341,0.197757,-94.316511,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.7288,short_2_forward,-0.081625,0.23209,-85.722212,-0.028718,0.192338,-94.34552,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.7637,short_2_forward,-0.081286,0.227116,-85.677458,-0.029129,0.18737,-94.300766,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.8319,short_2_forward,-0.080842,0.221713,-85.753119,-0.0295,0.181961,-94.376427,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.8638,short_2_forward,-0.080515,0.216925,-85.84804,-0.029895,0.177178,-94.471348,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.9302,short_2_forward,-0.080091,0.211404,-85.798696,-0.030303,0.171656,-94.422004,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,52.9773,short_2_forward,-0.079759,0.206585,-85.666733,-0.030698,0.166842,-94.29004,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.0284,short_2_forward,-0.079327,0.201188,-85.781349,-0.031079,0.161441,-94.404657,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.0624,short_2_forward,-0.078987,0.196333,-85.66178,-0.031471,0.15659,-94.285088,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.1298,short_2_forward,-0.07856,0.190997,-85.660839,-0.031849,0.15125,-94.284147,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.1633,short_2_forward,-0.078209,0.186022,-85.635067,-0.032248,0.146279,-94.258375,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.2293,short_2_forward,-0.077764,0.180559,-85.731112,-0.032627,0.140811,-94.354419,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.2618,short_2_forward,-0.077422,0.175669,-85.659435,-0.033022,0.135925,-94.282743,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.3319,short_2_forward,-0.076985,0.170254,-85.693093,-0.033403,0.130506,-94.316401,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.3636,short_2_forward,-0.076645,0.165402,-85.659963,-0.033793,0.125658,-94.28327,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.4285,short_2_forward,-0.076199,0.159831,-85.607529,-0.034188,0.120083,-94.230837,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.4634,short_2_forward,-0.075849,0.15504,-85.575954,-0.03456,0.115293,-94.199262,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.5343,short_2_forward,-0.075421,0.149758,-85.606276,-0.034929,0.110007,-94.229584,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.5621,short_2_forward,-0.075071,0.144931,-85.626783,-0.035307,0.105182,-94.250091,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.6283,short_2_forward,-0.074637,0.139514,-85.627192,-0.03569,0.099761,-94.250499,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.6642,short_2_forward,-0.074279,0.134583,-85.655358,-0.036075,0.094832,-94.278666,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.7285,short_2_forward,-0.073847,0.129152,-85.625119,-0.036463,0.089398,-94.248426,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.7653,short_2_forward,-0.073496,0.124309,-85.56472,-0.036842,0.084557,-94.188027,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.8293,short_2_forward,-0.073051,0.118809,-85.524134,-0.037226,0.079052,-94.147441,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.8663,short_2_forward,-0.072686,0.113936,-85.512501,-0.037596,0.07418,-94.135809,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.9315,short_2_stop,-0.072243,0.108518,-85.475113,-0.037971,0.068757,-94.098421,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,53.9619,short_2_stop,-0.071879,0.103671,-85.414699,-0.038337,0.06391,-94.038006,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.0284,short_2_stop,-0.071425,0.098258,-85.424692,-0.0387,0.05849,-94.048,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.0627,short_2_stop,-0.071078,0.093776,-85.514025,-0.039029,0.054006,-94.137333,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.1283,short_2_stop,-0.070739,0.089741,-85.567372,-0.039299,0.049966,-94.19068,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.1617,short_2_stop,-0.070606,0.088006,-85.534449,-0.039427,0.048231,-94.157756,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.2293,short_2_stop,-0.070503,0.086796,-85.564948,-0.039508,0.047019,-94.188256,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.262,short_2_stop,-0.070481,0.086512,-85.554764,-0.039528,0.046735,-94.178072,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.3284,short_2_stop,-0.070469,0.086361,-85.589602,-0.039539,0.046584,-94.21291,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.3626,short_2_stop,-0.070465,0.0863,-85.563135,-0.039544,0.046523,-94.186443,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.4296,short_2_stop,-0.070462,0.086249,-85.5743,-0.039548,0.046472,-94.197608,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.462,short_2_stop,-0.07046,0.086224,-85.549588,-0.03955,0.046447,-94.172895,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.532,short_2_stop,-0.07046,0.086217,-85.535812,-0.039552,0.04644,-94.15912,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.5681,short_2_stop,-0.07046,0.086216,-85.549433,-0.039552,0.04644,-94.172741,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.6294,short_2_stop,-0.070461,0.086222,-85.53927,-0.039552,0.046445,-94.162578,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.6624,short_2_stop,-0.070462,0.086222,-85.538806,-0.039552,0.046445,-94.162114,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.7325,short_2_stop,-0.070463,0.086228,-85.528663,-0.039553,0.046452,-94.151971,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.7622,short_2_stop,-0.070463,0.086228,-85.530903,-0.039553,0.046452,-94.15421,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.8287,short_2_stop,-0.070464,0.086233,-85.514346,-0.039553,0.046457,-94.137654,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.8656,short_2_stop,-0.070464,0.086234,-85.522599,-0.039553,0.046457,-94.145907,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.9286,short_2_stop,-0.070464,0.086228,-85.501072,-0.039554,0.046452,-94.12438,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,54.9679,short_2_turn_90,-0.070463,0.086205,-85.491119,-0.039556,0.046429,-94.114427,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.0299,short_2_turn_90,-0.070462,0.086195,-85.459588,-0.039557,0.046419,-94.082896,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.0621,short_2_turn_90,-0.070462,0.086195,-85.467826,-0.039557,0.046419,-94.091134,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.1296,short_2_turn_90,-0.070463,0.086201,-85.429924,-0.039557,0.046425,-94.053232,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.1632,short_2_turn_90,-0.070461,0.086162,-85.339786,-0.03956,0.046386,-93.963093,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.2296,short_2_turn_90,-0.070452,0.086049,-85.070337,-0.039569,0.046273,-93.693645,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.2626,short_2_turn_90,-0.070442,0.085932,-84.831218,-0.039576,0.046156,-93.454526,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.3286,short_2_turn_90,-0.070437,0.085878,-84.262411,-0.03958,0.046101,-92.885718,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.3724,short_2_turn_90,-0.070436,0.085852,-83.912141,-0.039582,0.046075,-92.535449,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.4296,short_2_turn_90,-0.070434,0.085826,-83.246254,-0.039584,0.04605,-91.869562,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.4638,short_2_turn_90,-0.070432,0.085801,-82.826132,-0.039586,0.046024,-91.44944,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.5362,short_2_turn_90,-0.070431,0.085776,-82.163585,-0.039588,0.046,-90.786892,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.5618,short_2_turn_90,-0.070433,0.085805,-81.726177,-0.039587,0.046029,-90.349485,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.6318,short_2_turn_90,-0.070442,0.085826,-81.095692,-0.039593,0.046051,-89.719,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.6623,short_2_turn_90,-0.070439,0.085803,-80.694143,-0.039593,0.046028,-89.31745,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.7327,short_2_turn_90,-0.070442,0.085805,-80.077491,-0.039595,0.04603,-88.700798,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.7642,short_2_turn_90,-0.070443,0.085803,-79.686355,-0.039597,0.046028,-88.309663,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.8325,short_2_turn_90,-0.070447,0.085816,-79.021529,-0.039599,0.046042,-87.644837,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.8633,short_2_turn_90,-0.070452,0.085825,-78.587499,-0.039603,0.046051,-87.210806,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.9299,short_2_turn_90,-0.070457,0.085838,-77.924998,-0.039605,0.046065,-86.548306,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,55.9665,short_2_turn_90,-0.070463,0.085859,-77.479721,-0.039608,0.046087,-86.103029,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.0295,short_2_turn_90,-0.070472,0.085886,-76.81419,-0.039613,0.046115,-85.437497,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.0622,short_2_turn_90,-0.070482,0.085922,-76.343782,-0.039617,0.046151,-84.96709,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.1295,short_2_turn_90,-0.070495,0.085952,-75.682342,-0.039626,0.046183,-84.30565,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.164,short_2_turn_90,-0.070499,0.085964,-75.223161,-0.039628,0.046196,-83.846469,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.2421,short_2_turn_90,-0.070509,0.08598,-74.516527,-0.039635,0.046213,-83.139835,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.2654,short_2_turn_90,-0.070518,0.086033,-74.075461,-0.039636,0.046267,-82.698769,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.3305,short_2_turn_90,-0.070547,0.086101,-73.414169,-0.039655,0.046338,-82.037477,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.3622,short_2_turn_90,-0.070558,0.086136,-72.929959,-0.03966,0.046375,-81.553266,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.428,short_2_turn_90,-0.070575,0.086174,-72.33829,-0.039672,0.046415,-80.961598,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.4618,short_2_turn_90,-0.070579,0.086158,-71.871039,-0.039678,0.046399,-80.494347,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.5321,short_2_turn_90,-0.070573,0.086156,-71.40989,-0.039672,0.046397,-80.033198,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.5674,short_2_turn_90,-0.070589,0.086189,-70.853861,-0.039683,0.046432,-79.477168,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.6338,short_2_turn_90,-0.070596,0.086188,-70.395615,-0.03969,0.046432,-79.018922,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.6625,short_2_turn_90,-0.070592,0.086177,-69.76947,-0.039688,0.04642,-78.392778,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.7286,short_2_turn_90,-0.070599,0.0862,-69.299517,-0.039692,0.046445,-77.922825,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.7621,short_2_turn_90,-0.070616,0.086233,-68.686334,-0.039704,0.046479,-77.309642,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.8285,short_2_turn_90,-0.070629,0.086257,-68.177234,-0.039712,0.046505,-76.800542,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.862,short_2_turn_90,-0.070637,0.086266,-67.565452,-0.03972,0.046515,-76.18876,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.929,short_2_turn_90,-0.07064,0.086265,-67.046986,-0.039722,0.046515,-75.670293,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,56.9624,short_2_turn_90,-0.070645,0.086277,-66.404625,-0.039725,0.046527,-75.027933,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.0296,short_2_turn_90,-0.070653,0.086277,-65.899509,-0.039733,0.046528,-74.522817,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.0619,short_2_turn_90,-0.070651,0.086279,-65.274851,-0.039731,0.04653,-73.898159,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.1317,short_2_turn_90,-0.070662,0.08629,-64.768174,-0.03974,0.046543,-73.391482,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.162,short_2_turn_90,-0.070673,0.086327,-64.156432,-0.039745,0.046581,-72.77974,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.2287,short_2_turn_90,-0.070704,0.086374,-63.686496,-0.03977,0.046632,-72.309803,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.2664,short_2_turn_90,-0.070714,0.086382,-63.100033,-0.039778,0.046642,-71.72334,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.3292,short_2_turn_90,-0.070716,0.086382,-62.655996,-0.03978,0.046642,-71.279304,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.3639,short_2_turn_90,-0.070721,0.086394,-62.081764,-0.039783,0.046654,-70.705072,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.4287,short_2_turn_90,-0.070739,0.086428,-61.613619,-0.039796,0.046691,-70.236927,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.4645,short_2_turn_90,-0.07076,0.086458,-61.059722,-0.039812,0.046723,-69.683029,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.5317,short_2_turn_90,-0.070768,0.086456,-60.586063,-0.03982,0.046723,-69.209371,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.5659,short_2_turn_90,-0.070761,0.086446,-59.948622,-0.039815,0.046712,-68.57193,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.6295,short_2_turn_90,-0.070767,0.086457,-59.458328,-0.039819,0.046723,-68.081635,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.6651,short_2_turn_90,-0.070781,0.086477,-58.859688,-0.039829,0.046746,-67.482996,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.7304,short_2_turn_90,-0.070793,0.086488,-58.329051,-0.03984,0.046758,-66.952359,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.7682,short_2_turn_90,-0.070798,0.086499,-57.696285,-0.039843,0.04677,-66.319593,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.8285,short_2_turn_90,-0.07081,0.086509,-57.209882,-0.039854,0.046782,-65.83319,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.8638,short_2_turn_90,-0.070816,0.086521,-56.579498,-0.039858,0.046794,-65.202806,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.9295,short_2_turn_90,-0.070824,0.086519,-56.061115,-0.039866,0.046794,-64.684422,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,57.9641,short_2_turn_90,-0.070816,0.08651,-55.466246,-0.03986,0.046784,-64.089554,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.0357,short_2_turn_90,-0.070822,0.086521,-54.955685,-0.039864,0.046795,-63.578993,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.0617,short_2_turn_90,-0.070833,0.086529,-54.373314,-0.039874,0.046805,-62.996622,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.1336,short_2_turn_90,-0.070835,0.086529,-53.891168,-0.039875,0.046805,-62.514475,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.1619,short_2_turn_90,-0.070836,0.086528,-53.383692,-0.039876,0.046804,-62.007,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.2285,short_2_turn_90,-0.070846,0.08655,-52.932163,-0.039884,0.046827,-61.555471,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.2633,short_2_turn_90,-0.070867,0.086564,-52.446378,-0.039901,0.046845,-61.069686,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.3284,short_2_turn_90,-0.070873,0.086575,-51.95472,-0.039906,0.046856,-60.578027,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.3665,short_2_turn_90,-0.070889,0.086594,-51.431826,-0.039919,0.046877,-60.055134,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.4323,short_2_turn_90,-0.070901,0.086602,-50.897716,-0.03993,0.046887,-59.521024,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.462,short_2_turn_90,-0.070908,0.086613,-50.334358,-0.039935,0.046899,-58.957666,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.5338,short_2_turn_90,-0.070926,0.086633,-49.79326,-0.039949,0.046921,-58.416568,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.5622,short_2_turn_90,-0.070937,0.086639,-49.24393,-0.039959,0.046929,-57.867238,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.6317,short_2_turn_90,-0.070938,0.086639,-48.68849,-0.03996,0.046929,-57.311798,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.6627,short_2_turn_90,-0.070933,0.086627,-48.098448,-0.039957,0.046916,-56.721755,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.7285,short_2_turn_90,-0.070894,0.086564,-47.523621,-0.039929,0.046849,-56.146929,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.7619,short_2_turn_90,-0.070849,0.086542,-46.949508,-0.039887,0.046819,-55.572816,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.8342,short_2_turn_90,-0.070856,0.086539,-46.407902,-0.039895,0.046818,-55.03121,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.8791,short_2_turn_90,-0.070846,0.086531,-45.864498,-0.039886,0.046809,-54.487806,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.9457,short_2_turn_90,-0.070847,0.086531,-45.336283,-0.039887,0.046808,-53.959591,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,58.9666,short_2_turn_90,-0.070866,0.086564,-44.831001,-0.039901,0.046844,-53.454309,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,59.0315,short_2_turn_90,-0.070899,0.086576,-44.320649,-0.039932,0.046861,-52.943956,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,59.0623,short_2_turn_90,-0.070888,0.086569,-43.793572,-0.039922,0.046852,-52.41688,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,59.1401,short_2_turn_90,-0.070883,0.086558,-43.248503,-0.039918,0.046841,-51.87181,20260917_150524_ekf_trial2_rectangle_trace.csv
ekf,2,59.1652,short_2_turn_90,-0.070879,0.086563,-42.681462,-0.039914,0.046845,-51.30477,20260917_150524_ekf_trial2_rectangle_trace.csv
