condition,trial,elapsed_sec,phase,odom_x_m,odom_y_m,odom_yaw_deg,relative_x_m,relative_y_m,relative_yaw_deg,source_file
baseline,1,0.0385,long_1_forward,0.023964,0.51465,9.699005,5.1e-05,0.0,0.002666,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.0797,long_1_forward,0.023914,0.514642,9.696606,0.0,-0.0,0.000267,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.1338,long_1_forward,0.023989,0.514655,9.667775,7.6e-05,-0.0,-0.028564,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.1813,long_1_forward,0.025236,0.514866,9.5284,0.001341,-2e-06,-0.167938,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.2304,long_1_forward,0.027458,0.51524,9.597909,0.003594,-7e-06,-0.09843,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.3158,long_1_forward,0.032325,0.51606,9.53908,0.00853,-1.8e-05,-0.157258,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.3289,long_1_forward,0.035794,0.516646,9.628845,0.012048,-2.5e-05,-0.067493,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.3801,long_1_forward,0.041658,0.517641,9.622572,0.017996,-3.3e-05,-0.073766,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.4307,long_1_forward,0.045551,0.5183,9.590414,0.021944,-3.9e-05,-0.105924,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.48,long_1_forward,0.051466,0.5193,9.605878,0.027943,-4.9e-05,-0.090461,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.529,long_1_forward,0.055484,0.51998,9.602312,0.032018,-5.6e-05,-0.094027,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.5821,long_1_forward,0.061399,0.520976,9.510644,0.038017,-7e-05,-0.185694,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.6315,long_1_forward,0.065443,0.521655,9.55994,0.042117,-8.2e-05,-0.136399,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.683,long_1_forward,0.071333,0.522647,9.559421,0.04809,-9.6e-05,-0.136917,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.7304,long_1_forward,0.075327,0.523317,9.498213,0.05214,-0.000108,-0.198125,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.7816,long_1_forward,0.081194,0.524298,9.480545,0.058088,-0.000129,-0.215794,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.8313,long_1_forward,0.085163,0.524962,9.52865,0.062112,-0.000143,-0.167688,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.8816,long_1_forward,0.091078,0.525957,9.552692,0.068111,-0.000159,-0.143647,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.9316,long_1_forward,0.094922,0.526603,9.530476,0.072009,-0.00017,-0.165863,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,0.979,long_1_forward,0.100788,0.527588,9.54097,0.077957,-0.000186,-0.155369,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.033,long_1_forward,0.104732,0.528251,9.537952,0.081956,-0.000197,-0.158386,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.0848,long_1_forward,0.110623,0.52924,9.520412,0.087929,-0.000215,-0.175926,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.1315,long_1_forward,0.114417,0.529877,9.541938,0.091776,-0.000226,-0.154401,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.1797,long_1_forward,0.120158,0.530843,9.573013,0.097598,-0.00024,-0.123325,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.229,long_1_forward,0.124102,0.531505,9.465807,0.101597,-0.000252,-0.230532,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.2824,long_1_forward,0.129994,0.532485,9.430834,0.10757,-0.000278,-0.265504,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.333,long_1_forward,0.133814,0.533119,9.413131,0.111443,-0.000297,-0.283208,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.3791,long_1_forward,0.139607,0.534083,9.478572,0.117315,-0.000322,-0.217767,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.4339,long_1_forward,0.143501,0.534732,9.452122,0.121263,-0.000338,-0.244217,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.4823,long_1_forward,0.149294,0.535695,9.421038,0.127135,-0.000365,-0.2753,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.5356,long_1_forward,0.15314,0.53633,9.341641,0.131033,-0.000386,-0.354698,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.5824,long_1_forward,0.159009,0.537292,9.271986,0.136981,-0.000427,-0.424352,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.639,long_1_forward,0.163081,0.537957,9.256205,0.141106,-0.000458,-0.440133,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.6835,long_1_forward,0.168852,0.538898,9.267232,0.146953,-0.000502,-0.429107,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.7282,long_1_forward,0.172949,0.539561,9.129392,0.151104,-0.000538,-0.566947,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.779,long_1_forward,0.178572,0.540466,9.163105,0.156798,-0.000593,-0.533234,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.8329,long_1_forward,0.182695,0.54113,9.137107,0.160974,-0.000633,-0.559231,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.8801,long_1_forward,0.188567,0.542079,9.214754,0.166922,-0.000687,-0.481585,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.932,long_1_forward,0.192689,0.542748,9.224054,0.171098,-0.000722,-0.472285,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,1.9841,long_1_forward,0.198435,0.543681,9.218961,0.176919,-0.00077,-0.477377,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.0323,long_1_forward,0.202458,0.544333,9.193762,0.180994,-0.000805,-0.502576,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.0814,long_1_forward,0.208478,0.545313,9.306407,0.187094,-0.000852,-0.389931,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.1294,long_1_forward,0.21255,0.545981,9.323952,0.19122,-0.00088,-0.372386,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.1797,long_1_forward,0.218267,0.546933,9.572541,0.197016,-0.000905,-0.123797,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.2324,long_1_forward,0.222411,0.547626,9.431815,0.201217,-0.000919,-0.264523,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.2796,long_1_forward,0.228228,0.548598,9.54074,0.207115,-0.000941,-0.155599,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.3324,long_1_forward,0.232696,0.549349,9.541999,0.211645,-0.000953,-0.154339,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.3795,long_1_forward,0.238287,0.55029,9.564728,0.217315,-0.000967,-0.13161,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.4299,long_1_forward,0.24233,0.55097,9.518106,0.221415,-0.000978,-0.178232,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.4805,long_1_forward,0.248272,0.551965,9.492338,0.227439,-0.000998,-0.204001,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.5341,long_1_forward,0.252366,0.552648,9.450687,0.23159,-0.001015,-0.245651,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.5791,long_1_forward,0.258358,0.553647,9.481212,0.237664,-0.001039,-0.215126,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.6354,long_1_forward,0.262452,0.554331,9.493191,0.241815,-0.001054,-0.203148,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.6803,long_1_forward,0.268418,0.555331,9.541519,0.247865,-0.001073,-0.15482,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.7326,long_1_forward,0.272362,0.555993,9.505006,0.251864,-0.001085,-0.191332,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.7828,long_1_forward,0.276431,0.556676,9.558844,0.255989,-0.001097,-0.137494,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.8336,long_1_forward,0.28247,0.557697,9.632837,0.262114,-0.001108,-0.063501,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.8804,long_1_forward,0.286363,0.558358,9.626263,0.266063,-0.001112,-0.070075,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.9348,long_1_forward,0.292153,0.559338,9.590138,0.271935,-0.001121,-0.1062,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,2.9853,long_1_forward,0.296071,0.56,9.589621,0.275909,-0.001129,-0.106717,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.0317,long_1_forward,0.301961,0.560994,9.57912,0.281882,-0.00114,-0.117219,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.0796,long_1_forward,0.305929,0.561665,9.619676,0.285906,-0.001147,-0.076662,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.1339,long_1_forward,0.311768,0.562654,9.601634,0.291829,-0.001156,-0.094704,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.1826,long_1_forward,0.315711,0.563322,9.621635,0.295828,-0.001162,-0.074703,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.2284,long_1_forward,0.321601,0.564316,9.545844,0.301801,-0.001174,-0.150495,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.283,long_1_forward,0.32547,0.564967,9.538603,0.305725,-0.001184,-0.157736,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.3319,long_1_forward,0.331336,0.565955,9.595526,0.311673,-0.001198,-0.100813,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.3828,long_1_forward,0.335229,0.566611,9.525156,0.315621,-0.001207,-0.171182,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.4293,long_1_forward,0.340971,0.567573,9.503639,0.321443,-0.001225,-0.192699,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.4845,long_1_forward,0.344815,0.568218,9.542566,0.32534,-0.001237,-0.153772,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.5457,long_1_forward,0.350606,0.569188,9.472664,0.331212,-0.001257,-0.223674,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.5842,long_1_forward,0.354426,0.569826,9.473312,0.335085,-0.001272,-0.223026,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.6319,long_1_forward,0.360368,0.570816,9.460796,0.341109,-0.001296,-0.235542,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.6866,long_1_forward,0.364213,0.571454,9.377229,0.345007,-0.001315,-0.319109,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.731,long_1_forward,0.369982,0.572406,9.366926,0.350853,-0.001348,-0.329412,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.7826,long_1_forward,0.374003,0.573067,9.294449,0.354928,-0.001374,-0.401889,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.8333,long_1_forward,0.379872,0.57403,9.336918,0.360876,-0.001413,-0.359421,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.8805,long_1_forward,0.383893,0.574691,9.336719,0.364951,-0.001439,-0.35962,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,3.9331,long_1_forward,0.389738,0.57565,9.297213,0.370874,-0.001478,-0.399126,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.0091,long_1_forward,0.393634,0.576294,9.467356,0.374822,-0.0015,-0.228983,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.0294,long_1_forward,0.399801,0.577319,9.421528,0.381074,-0.001527,-0.27481,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.0809,long_1_forward,0.403721,0.577971,9.46691,0.385047,-0.001545,-0.229429,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.133,long_1_forward,0.409462,0.578936,9.615894,0.390869,-0.00156,-0.080444,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.1827,long_1_forward,0.413605,0.579635,9.516252,0.39507,-0.00157,-0.180086,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.2317,long_1_forward,0.41942,0.580614,9.603972,0.400968,-0.001584,-0.092366,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.2838,long_1_forward,0.423638,0.581328,9.614759,0.405245,-0.001591,-0.08158,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.3324,long_1_forward,0.429252,0.582282,9.661458,0.41094,-0.001596,-0.034881,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.3836,long_1_forward,0.433244,0.582964,9.740045,0.41499,-0.001596,0.043706,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.4284,long_1_forward,0.439431,0.584025,9.713954,0.421267,-0.001593,0.017616,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.482,long_1_forward,0.443447,0.584714,9.768902,0.425342,-0.001589,0.072564,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.5298,long_1_forward,0.449234,0.585712,9.800801,0.431214,-0.00158,0.104463,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.5794,long_1_forward,0.453274,0.586408,9.757237,0.435314,-0.001574,0.060899,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,4.6289,long_1_forward,0.459111,0.587417,9.85269,0.441237,-0.001563,0.156352,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1027,long_1_forward,0.463301,0.588142,9.780031,0.445489,-0.001554,0.083693,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1034,long_1_forward,0.469038,0.589128,9.722821,0.451311,-0.001549,0.026482,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.104,long_1_forward,0.473154,0.589836,9.801219,0.455487,-0.001544,0.104881,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1046,long_1_forward,0.47899,0.590842,9.763495,0.46141,-0.001535,0.067156,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1051,long_1_forward,0.482907,0.591516,9.74819,0.465383,-0.001531,0.051851,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1057,long_1_forward,0.488744,0.592519,9.749004,0.471306,-0.001525,0.052666,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1063,long_1_forward,0.492635,0.593188,9.773618,0.475255,-0.001521,0.077279,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1069,long_1_forward,0.498546,0.594208,9.811402,0.481253,-0.001511,0.115063,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1075,long_1_forward,0.502462,0.594886,9.814173,0.485227,-0.001503,0.117834,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1277,long_1_forward,0.508348,0.595905,9.833086,0.4912,-0.00149,0.136747,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.1925,long_1_forward,0.512263,0.596583,9.811144,0.495174,-0.001481,0.114805,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.231,long_1_forward,0.518175,0.597603,9.769039,0.501173,-0.001471,0.072701,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.2799,long_1_forward,0.522165,0.598292,9.843333,0.505222,-0.001463,0.146994,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.3447,long_1_forward,0.527851,0.59928,9.875052,0.510993,-0.001447,0.178714,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.383,long_1_forward,0.531741,0.599956,9.813527,0.514942,-0.001437,0.117189,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.4319,long_1_forward,0.537626,0.600978,9.907045,0.520915,-0.00142,0.210706,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.4827,long_1_forward,0.541492,0.601649,9.77365,0.524838,-0.00141,0.077312,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.5326,long_1_forward,0.547203,0.602634,9.804341,0.530634,-0.0014,0.108002,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.5828,long_1_forward,0.551095,0.603304,9.718521,0.534583,-0.001396,0.022183,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.6333,long_1_forward,0.556858,0.60429,9.704759,0.540429,-0.001394,0.008421,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.6842,long_1_forward,0.560675,0.604942,9.669113,0.544302,-0.001395,-0.027225,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.7355,long_1_forward,0.566564,0.605943,9.621637,0.550275,-0.0014,-0.074702,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.785,long_1_forward,0.570582,0.606623,9.600862,0.55435,-0.001406,-0.095477,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.8363,long_1_forward,0.576396,0.607609,9.643346,0.560248,-0.001414,-0.052993,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.8834,long_1_forward,0.580414,0.608286,9.499265,0.564323,-0.001423,-0.197073,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.9297,long_1_forward,0.58613,0.60925,9.640444,0.570119,-0.001436,-0.055894,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,5.9789,long_1_forward,0.590323,0.609959,9.547264,0.574371,-0.001443,-0.149075,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.0315,long_1_forward,0.596213,0.610952,9.603104,0.580344,-0.001456,-0.093235,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.0814,long_1_forward,0.60018,0.611625,9.651293,0.584369,-0.001461,-0.045045,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.1296,long_1_forward,0.606019,0.612617,9.637414,0.590291,-0.001466,-0.058924,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.182,long_1_forward,0.609962,0.613288,9.681599,0.594291,-0.001469,-0.01474,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.2295,long_1_forward,0.616049,0.614332,9.767703,0.600466,-0.001466,0.071364,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.2854,long_1_forward,0.61999,0.615009,9.731419,0.604465,-0.001462,0.035081,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.3361,long_1_forward,0.625826,0.616018,9.889804,0.610388,-0.00145,0.193465,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.383,long_1_forward,0.630041,0.616748,9.772686,0.614666,-0.00144,0.076348,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.4288,long_1_forward,0.635876,0.617761,9.905964,0.620588,-0.001425,0.209625,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.4849,long_1_forward,0.640089,0.618501,10.030666,0.624866,-0.001405,0.334328,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.5285,long_1_forward,0.646147,0.619567,9.934985,0.631016,-0.001374,0.238647,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.5848,long_1_forward,0.649886,0.620225,10.023844,0.634813,-0.001355,0.327506,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.6315,long_1_forward,0.656017,0.62131,10.048257,0.641039,-0.001319,0.351919,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.68,long_1_forward,0.65998,0.622012,10.027703,0.645063,-0.001295,0.331365,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.7284,long_1_forward,0.665911,0.623064,10.090679,0.651087,-0.001256,0.394341,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.7804,long_1_forward,0.669774,0.62375,10.053926,0.65501,-0.001231,0.357588,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.8284,long_1_forward,0.675731,0.624802,9.974677,0.661059,-0.001197,0.278339,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.8817,long_1_forward,0.679645,0.625489,9.944025,0.665033,-0.001179,0.247687,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.9289,long_1_forward,0.685528,0.626522,9.978507,0.671006,-0.001151,0.282169,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,6.9824,long_1_forward,0.689442,0.627212,10.0092,0.67498,-0.001131,0.312862,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.0327,long_1_forward,0.695349,0.628253,9.979979,0.680979,-0.001099,0.283641,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.0834,long_1_forward,0.699263,0.628942,9.989241,0.684952,-0.001079,0.292902,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.1355,long_1_forward,0.705295,0.630008,10.054799,0.691078,-0.001045,0.35846,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.1916,long_1_forward,0.709133,0.630687,9.99485,0.694975,-0.001022,0.298512,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.2356,long_1_forward,0.715015,0.631727,10.069226,0.700949,-0.000987,0.372887,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.2831,long_1_forward,0.718877,0.632414,10.111484,0.704872,-0.00096,0.415146,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.3293,long_1_forward,0.724784,0.633463,10.016152,0.71087,-0.000922,0.319813,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.3849,long_1_forward,0.728622,0.634142,10.063555,0.714768,-0.000898,0.367217,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.4297,long_1_forward,0.734354,0.635157,10.021862,0.720589,-0.000863,0.325523,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.485,long_1_forward,0.738317,0.635858,10.042433,0.724614,-0.00084,0.346094,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.5316,long_1_forward,0.744174,0.636894,10.002872,0.730561,-0.000806,0.306534,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.5853,long_1_forward,0.747889,0.637547,9.944083,0.734333,-0.000787,0.247745,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.6318,long_1_forward,0.753623,0.638551,9.922532,0.740154,-0.000763,0.226194,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.6847,long_1_forward,0.757587,0.639244,9.896531,0.744179,-0.000748,0.200193,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.7318,long_1_forward,0.763397,0.640256,9.88004,0.750076,-0.000729,0.183701,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.7869,long_1_forward,0.767261,0.640931,9.939025,0.753999,-0.000714,0.242687,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.8291,long_1_forward,0.773172,0.641958,9.762072,0.759998,-0.000698,0.065734,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.886,long_1_forward,0.777038,0.642625,9.82366,0.763921,-0.000691,0.127322,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.9298,long_1_forward,0.783148,0.643681,9.795393,0.770122,-0.000679,0.099055,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,7.988,long_1_forward,0.786864,0.644323,9.788987,0.773893,-0.000673,0.092649,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.0329,long_1_forward,0.792825,0.645352,9.810092,0.779942,-0.000662,0.113753,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.092,long_1_stop,0.796616,0.64601,9.859197,0.78379,-0.000653,0.162859,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.1345,long_1_stop,0.802701,0.647066,9.845074,0.789965,-0.000636,0.148736,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.1839,long_1_stop,0.80659,0.647746,9.974952,0.793914,-0.000621,0.278614,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.2324,long_1_stop,0.811203,0.64855,9.812001,0.798596,-0.000605,0.115662,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.282,long_1_stop,0.81245,0.648766,9.852664,0.799862,-0.000602,0.156326,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.3297,long_1_stop,0.813722,0.648987,9.838917,0.801153,-0.000599,0.142578,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.3839,long_1_stop,0.813922,0.649022,9.850909,0.801355,-0.000598,0.154571,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.4306,long_1_stop,0.814146,0.649061,9.845749,0.801583,-0.000597,0.14941,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.4853,long_1_stop,0.814221,0.649074,9.859952,0.801659,-0.000597,0.163614,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.5324,long_1_stop,0.814321,0.649091,9.861998,0.80176,-0.000597,0.165659,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.5846,long_1_stop,0.81437,0.6491,9.869935,0.801811,-0.000597,0.173596,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.6334,long_1_stop,0.81442,0.649108,9.882552,0.801861,-0.000597,0.186213,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.6864,long_1_stop,0.814445,0.649113,9.885168,0.801887,-0.000597,0.188829,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.7322,long_1_stop,0.814495,0.649122,9.891805,0.801937,-0.000596,0.195466,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.7836,long_1_stop,0.814545,0.64913,9.910347,0.801988,-0.000596,0.214009,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.8396,long_1_stop,0.81457,0.649135,9.917666,0.802013,-0.000596,0.221327,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.8846,long_1_stop,0.814595,0.649139,9.930351,0.802039,-0.000596,0.234013,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.9292,long_1_stop,0.814595,0.649139,9.932641,0.802039,-0.000596,0.236302,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,8.9812,long_1_stop,0.814595,0.649139,9.935684,0.802039,-0.000596,0.239345,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.0289,long_1_stop,0.814595,0.649139,9.937226,0.802039,-0.000596,0.240887,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.0849,long_1_stop,0.814595,0.649139,9.937185,0.802039,-0.000596,0.240846,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.1298,long_1_turn_90,0.814595,0.649139,9.938009,0.802039,-0.000596,0.241671,20260917_145436_baseline_trial1_rectangle_trace.csv
baseline,1,9.1839,long_1_turn_90,0.814595,0.649139,9.95739,0.802039,-0.000596,0.261052,20260917_145436_baseline_trial1_rectangle_trace.csv
