metric,baseline_mean,ekf_mean,reduction_percent
position_error_cm,12.193966666666668,6.0324333333333335,50.52936014805136
yaw_error_deg,14.233118333333332,8.868264333333334,37.69275203337379
drift_percent,5.080826666666667,2.5135056666666666,50.52959229731645
