station_id,session_id,trial_count,samples_per_trial,sample_interval,mean_x,mean_y,mean_yaw,std_x,std_y,std_yaw,completed_at
docking_2,20260926_152042_737704,5,30,0.1,-0.15276868307041208,-0.0042983963987627515,-0.0333286711007068,0.012490494985597116,0.02748807831931676,0.06166806783366432,2026-09-26T15:30:56.616+09:00
