elapsed_sec,phase,odom_x_m,odom_y_m,odom_yaw_deg,relative_x_m,relative_y_m,relative_yaw_deg
5.1925,long_1_forward,0.512263,0.596583,9.811144,0.495174,-0.001481,0.114805
5.2310,long_1_forward,0.518175,0.597603,9.769039,0.501173,-0.001471,0.072701
5.2799,long_1_forward,0.522165,0.598292,9.843333,0.505222,-0.001463,0.146994
5.3447,long_1_forward,0.527851,0.599280,9.875052,0.510993,-0.001447,0.178714
5.3830,long_1_forward,0.531741,0.599956,9.813527,0.514942,-0.001437,0.117189
5.4319,long_1_forward,0.537626,0.600978,9.907045,0.520915,-0.001420,0.210706
5.4827,long_1_forward,0.541492,0.601649,9.773650,0.524838,-0.001410,0.077312
5.5326,long_1_forward,0.547203,0.602634,9.804341,0.530634,-0.001400,0.108002
5.5828,long_1_forward,0.551095,0.603304,9.718521,0.534583,-0.001396,0.022183
5.6333,long_1_forward,0.556858,0.604290,9.704759,0.540429,-0.001394,0.008421
5.6842,long_1_forward,0.560675,0.604942,9.669113,0.544302,-0.001395,-0.027225
5.7355,long_1_forward,0.566564,0.605943,9.621637,0.550275,-0.001400,-0.074702
5.7850,long_1_forward,0.570582,0.606623,9.600862,0.554350,-0.001406,-0.095477
5.8363,long_1_forward,0.576396,0.607609,9.643346,0.560248,-0.001414,-0.052993
5.8834,long_1_forward,0.580414,0.608286,9.499265,0.564323,-0.001423,-0.197073
5.9297,long_1_forward,0.586130,0.609250,9.640444,0.570119,-0.001436,-0.055894
5.9789,long_1_forward,0.590323,0.609959,9.547264,0.574371,-0.001443,-0.149075
6.0315,long_1_forward,0.596213,0.610952,9.603104,0.580344,-0.001456,-0.093235
6.0814,long_1_forward,0.600180,0.611625,9.651293,0.584369,-0.001461,-0.045045
6.1296,long_1_forward,0.606019,0.612617,9.637414,0.590291,-0.001466,-0.058924
6.1820,long_1_forward,0.609962,0.613288,9.681599,0.594291,-0.001469,-0.014740
6.2295,long_1_forward,0.616049,0.614332,9.767703,0.600466,-0.001466,0.071364
6.2854,long_1_forward,0.619990,0.615009,9.731419,0.604465,-0.001462,0.035081
6.3361,long_1_forward,0.625826,0.616018,9.889804,0.610388,-0.001450,0.193465
6.3830,long_1_forward,0.630041,0.616748,9.772686,0.614666,-0.001440,0.076348
6.4288,long_1_forward,0.635876,0.617761,9.905964,0.620588,-0.001425,0.209625
6.4849,long_1_forward,0.640089,0.618501,10.030666,0.624866,-0.001405,0.334328
6.5285,long_1_forward,0.646147,0.619567,9.934985,0.631016,-0.001374,0.238647
6.5848,long_1_forward,0.649886,0.620225,10.023844,0.634813,-0.001355,0.327506
6.6315,long_1_forward,0.656017,0.621310,10.048257,0.641039,-0.001319,0.351919
6.6800,long_1_forward,0.659980,0.622012,10.027703,0.645063,-0.001295,0.331365
6.7284,long_1_forward,0.665911,0.623064,10.090679,0.651087,-0.001256,0.394341
6.7804,long_1_forward,0.669774,0.623750,10.053926,0.655010,-0.001231,0.357588
6.8284,long_1_forward,0.675731,0.624802,9.974677,0.661059,-0.001197,0.278339
6.8817,long_1_forward,0.679645,0.625489,9.944025,0.665033,-0.001179,0.247687
6.9289,long_1_forward,0.685528,0.626522,9.978507,0.671006,-0.001151,0.282169
6.9824,long_1_forward,0.689442,0.627212,10.009200,0.674980,-0.001131,0.312862
7.0327,long_1_forward,0.695349,0.628253,9.979979,0.680979,-0.001099,0.283641
7.0834,long_1_forward,0.699263,0.628942,9.989241,0.684952,-0.001079,0.292902
7.1355,long_1_forward,0.705295,0.630008,10.054799,0.691078,-0.001045,0.358460
7.1916,long_1_forward,0.709133,0.630687,9.994850,0.694975,-0.001022,0.298512
7.2356,long_1_forward,0.715015,0.631727,10.069226,0.700949,-0.000987,0.372887
7.2831,long_1_forward,0.718877,0.632414,10.111484,0.704872,-0.000960,0.415146
7.3293,long_1_forward,0.724784,0.633463,10.016152,0.710870,-0.000922,0.319813
7.3849,long_1_forward,0.728622,0.634142,10.063555,0.714768,-0.000898,0.367217
7.4297,long_1_forward,0.734354,0.635157,10.021862,0.720589,-0.000863,0.325523
7.4850,long_1_forward,0.738317,0.635858,10.042433,0.724614,-0.000840,0.346094
7.5316,long_1_forward,0.744174,0.636894,10.002872,0.730561,-0.000806,0.306534
7.5853,long_1_forward,0.747889,0.637547,9.944083,0.734333,-0.000787,0.247745
7.6318,long_1_forward,0.753623,0.638551,9.922532,0.740154,-0.000763,0.226194
7.6847,long_1_forward,0.757587,0.639244,9.896531,0.744179,-0.000748,0.200193
7.7318,long_1_forward,0.763397,0.640256,9.880040,0.750076,-0.000729,0.183701
7.7869,long_1_forward,0.767261,0.640931,9.939025,0.753999,-0.000714,0.242687
7.8291,long_1_forward,0.773172,0.641958,9.762072,0.759998,-0.000698,0.065734
7.8860,long_1_forward,0.777038,0.642625,9.823660,0.763921,-0.000691,0.127322
7.9298,long_1_forward,0.783148,0.643681,9.795393,0.770122,-0.000679,0.099055
7.9880,long_1_forward,0.786864,0.644323,9.788987,0.773893,-0.000673,0.092649
8.0329,long_1_forward,0.792825,0.645352,9.810092,0.779942,-0.000662,0.113753
8.0920,long_1_stop,0.796616,0.646010,9.859197,0.783790,-0.000653,0.162859
8.1345,long_1_stop,0.802701,0.647066,9.845074,0.789965,-0.000636,0.148736
8.1839,long_1_stop,0.806590,0.647746,9.974952,0.793914,-0.000621,0.278614
8.2324,long_1_stop,0.811203,0.648550,9.812001,0.798596,-0.000605,0.115662
8.2820,long_1_stop,0.812450,0.648766,9.852664,0.799862,-0.000602,0.156326
8.3297,long_1_stop,0.813722,0.648987,9.838917,0.801153,-0.000599,0.142578
8.3839,long_1_stop,0.813922,0.649022,9.850909,0.801355,-0.000598,0.154571
8.4306,long_1_stop,0.814146,0.649061,9.845749,0.801583,-0.000597,0.149410
8.4853,long_1_stop,0.814221,0.649074,9.859952,0.801659,-0.000597,0.163614
8.5324,long_1_stop,0.814321,0.649091,9.861998,0.801760,-0.000597,0.165659
8.5846,long_1_stop,0.814370,0.649100,9.869935,0.801811,-0.000597,0.173596
8.6334,long_1_stop,0.814420,0.649108,9.882552,0.801861,-0.000597,0.186213
8.6864,long_1_stop,0.814445,0.649113,9.885168,0.801887,-0.000597,0.188829
8.7322,long_1_stop,0.814495,0.649122,9.891805,0.801937,-0.000596,0.195466
8.7836,long_1_stop,0.814545,0.649130,9.910347,0.801988,-0.000596,0.214009
8.8396,long_1_stop,0.814570,0.649135,9.917666,0.802013,-0.000596,0.221327
8.8846,long_1_stop,0.814595,0.649139,9.930351,0.802039,-0.000596,0.234013
8.9292,long_1_stop,0.814595,0.649139,9.932641,0.802039,-0.000596,0.236302
8.9812,long_1_stop,0.814595,0.649139,9.935684,0.802039,-0.000596,0.239345
9.0289,long_1_stop,0.814595,0.649139,9.937226,0.802039,-0.000596,0.240887
9.0849,long_1_stop,0.814595,0.649139,9.937185,0.802039,-0.000596,0.240846
9.1298,long_1_turn_90,0.814595,0.649139,9.938009,0.802039,-0.000596,0.241671
9.1839,long_1_turn_90,0.814595,0.649139,9.957390,0.802039,-0.000596,0.261052
9.2294,long_1_turn_90,0.814545,0.649130,10.052444,0.801988,-0.000596,0.356106
9.2850,long_1_turn_90,0.814595,0.649139,10.253245,0.802039,-0.000596,0.556906
9.3295,long_1_turn_90,0.814545,0.649130,10.652951,0.801988,-0.000597,0.956612
9.3841,long_1_turn_90,0.814669,0.649154,10.991933,0.802114,-0.000594,1.295595
9.4295,long_1_turn_90,0.814669,0.649154,11.591339,0.802114,-0.000594,1.895000
9.4851,long_1_turn_90,0.814744,0.649169,12.001017,0.802190,-0.000591,2.304678
9.5324,long_1_turn_90,0.814793,0.649180,12.693716,0.802241,-0.000589,2.997377
9.5854,long_1_turn_90,0.814842,0.649191,13.115009,0.802291,-0.000586,3.418670
9.6313,long_1_turn_90,0.814842,0.649191,13.796914,0.802291,-0.000586,4.100576
9.6862,long_1_turn_90,0.814892,0.649204,14.234060,0.802342,-0.000582,4.537722
9.7300,long_1_turn_90,0.814892,0.649204,14.941422,0.802342,-0.000582,5.245083
9.7847,long_1_turn_90,0.814916,0.649210,15.353328,0.802367,-0.000580,5.656990
9.8334,long_1_turn_90,0.814745,0.649162,15.986210,0.802191,-0.000598,6.289872
9.8811,long_1_turn_90,0.814818,0.649183,16.387065,0.802266,-0.000590,6.690727
9.9338,long_1_turn_90,0.814746,0.649162,17.044370,0.802191,-0.000599,7.348032
9.9838,long_1_turn_90,0.814818,0.649184,17.437468,0.802266,-0.000589,7.741130
10.0366,long_1_turn_90,0.814794,0.649176,18.128209,0.802241,-0.000593,8.431870
10.0823,long_1_turn_90,0.814890,0.649208,18.514193,0.802341,-0.000577,8.817854
10.1360,long_1_turn_90,0.814890,0.649208,19.195270,0.802341,-0.000577,9.498932
10.1845,long_1_turn_90,0.814986,0.649242,19.648733,0.802441,-0.000560,9.952395
10.2329,long_1_turn_90,0.814962,0.649233,20.354079,0.802416,-0.000565,10.657740
10.2864,long_1_turn_90,0.814986,0.649242,20.791328,0.802441,-0.000560,11.094990
10.3295,long_1_turn_90,0.814938,0.649224,21.530712,0.802391,-0.000570,11.834373
10.3835,long_1_turn_90,0.815056,0.649271,21.956552,0.802515,-0.000544,12.260213
10.4283,long_1_turn_90,0.815079,0.649280,22.688753,0.802540,-0.000538,12.992415
10.4825,long_1_turn_90,0.815103,0.649290,23.109297,0.802565,-0.000532,13.412958
10.5323,long_1_turn_90,0.815079,0.649280,23.790205,0.802540,-0.000538,14.093867
10.5836,long_1_turn_90,0.815056,0.649270,24.185168,0.802515,-0.000545,14.488829
10.6324,long_1_turn_90,0.815010,0.649249,24.870331,0.802466,-0.000558,15.173993
10.6830,long_1_turn_90,0.815010,0.649249,25.228872,0.802466,-0.000558,15.532533
10.7319,long_1_turn_90,0.814919,0.649205,25.716247,0.802369,-0.000585,16.019908
10.7819,long_1_turn_90,0.815010,0.649250,26.293005,0.802466,-0.000557,16.596666
10.8296,long_1_turn_90,0.814942,0.649216,26.789392,0.802394,-0.000579,17.093054
10.8796,long_1_turn_90,0.815055,0.649273,27.411011,0.802514,-0.000541,17.714673
10.9292,long_1_turn_90,0.815077,0.649285,27.862722,0.802538,-0.000533,18.166384
10.9801,long_1_turn_90,0.815122,0.649309,28.476323,0.802586,-0.000517,18.779984
11.0733,long_1_turn_90,0.815166,0.649333,28.960699,0.802634,-0.000501,19.264361
11.0797,long_1_turn_90,0.815188,0.649346,29.618197,0.802658,-0.000492,19.921859
11.1324,long_1_turn_90,0.815188,0.649346,30.101819,0.802658,-0.000492,20.405480
11.1812,long_1_turn_90,0.815232,0.649371,30.761564,0.802705,-0.000474,21.065225
11.2316,long_1_turn_90,0.815210,0.649358,31.252467,0.802682,-0.000483,21.556128
11.2800,long_1_turn_90,0.815253,0.649385,31.905023,0.802729,-0.000464,22.208685
11.3319,long_1_turn_90,0.815253,0.649385,32.387357,0.802729,-0.000464,22.691019
11.3838,long_1_turn_90,0.815274,0.649399,33.042728,0.802752,-0.000455,23.346389
11.4328,long_1_turn_90,0.815253,0.649385,33.489251,0.802729,-0.000465,23.792913
11.4830,long_1_turn_90,0.815232,0.649371,34.123093,0.802706,-0.000475,24.426754
11.5345,long_1_turn_90,0.815232,0.649371,34.581204,0.802706,-0.000475,24.884865
11.5836,long_1_turn_90,0.815191,0.649342,35.188623,0.802660,-0.000497,25.492284
11.6348,long_1_turn_90,0.815211,0.649356,35.645583,0.802683,-0.000486,25.949244
11.6827,long_1_turn_90,0.815211,0.649356,36.272775,0.802683,-0.000486,26.576437
11.7403,long_1_turn_90,0.815232,0.649371,36.723452,0.802705,-0.000474,27.027113
11.7840,long_1_turn_90,0.815272,0.649402,37.384460,0.802750,-0.000451,27.688122
11.8325,long_1_turn_90,0.815292,0.649417,37.829474,0.802773,-0.000439,28.133136
11.8827,long_1_turn_90,0.815312,0.649433,38.520160,0.802795,-0.000427,28.823822
11.9294,long_1_turn_90,0.815332,0.649449,38.977100,0.802817,-0.000415,29.280761
11.9826,long_1_turn_90,0.815332,0.649449,39.681661,0.802817,-0.000415,29.985323
12.0325,long_1_turn_90,0.815332,0.649449,40.165372,0.802817,-0.000415,30.469033
12.0827,long_1_turn_90,0.815332,0.649449,40.845877,0.802817,-0.000415,31.149539
12.1297,long_1_turn_90,0.815351,0.649465,41.289372,0.802839,-0.000402,31.593033
12.1858,long_1_turn_90,0.815332,0.649449,41.953567,0.802817,-0.000415,32.257228
12.2332,long_1_turn_90,0.815351,0.649466,42.362879,0.802839,-0.000401,32.666541
12.2793,long_1_turn_90,0.815314,0.649431,43.022215,0.802796,-0.000429,33.325876
12.3318,long_1_turn_90,0.815258,0.649379,43.431053,0.802733,-0.000471,33.734714
12.3836,long_1_turn_90,0.815222,0.649344,44.094831,0.802691,-0.000499,34.398492
12.4299,long_1_turn_90,0.815222,0.649344,44.511367,0.802691,-0.000499,34.815028
12.5018,long_1_turn_90,0.815222,0.649344,45.177511,0.802691,-0.000499,35.481173
12.5299,long_1_turn_90,0.815239,0.649362,45.583942,0.802711,-0.000484,35.887603
12.5804,long_1_turn_90,0.815275,0.649399,46.247181,0.802752,-0.000455,36.550842
12.6327,long_1_turn_90,0.815292,0.649417,46.658208,0.802773,-0.000439,36.961869
12.6825,long_1_turn_90,0.815309,0.649435,47.354668,0.802793,-0.000424,37.658330
12.7308,long_1_turn_90,0.815326,0.649454,47.804621,0.802813,-0.000408,38.108282
12.7837,long_1_turn_90,0.815326,0.649454,48.518700,0.802813,-0.000408,38.822362
12.8322,long_1_turn_90,0.815326,0.649454,48.938173,0.802813,-0.000408,39.241834
12.8852,long_1_turn_90,0.815310,0.649435,49.670871,0.802793,-0.000425,39.974532
12.9296,long_1_turn_90,0.815310,0.649435,50.098232,0.802793,-0.000425,40.401894
12.9833,long_1_turn_90,0.815310,0.649435,50.796739,0.802793,-0.000425,41.100400
13.0294,long_1_turn_90,0.815294,0.649415,51.227280,0.802774,-0.000441,41.530941
13.0789,long_1_turn_90,0.815278,0.649395,51.898940,0.802755,-0.000458,42.202602
13.1292,long_1_turn_90,0.815263,0.649375,52.300951,0.802737,-0.000475,42.604613
13.1842,long_1_turn_90,0.815247,0.649355,52.975924,0.802718,-0.000493,43.279586
13.2305,long_1_turn_90,0.815232,0.649335,53.363497,0.802700,-0.000510,43.667158
13.2799,long_1_turn_90,0.815232,0.649335,54.041769,0.802700,-0.000510,44.345430
13.3305,long_1_turn_90,0.815247,0.649356,54.478682,0.802718,-0.000492,44.782344
13.3838,long_1_turn_90,0.815262,0.649376,55.158819,0.802736,-0.000474,45.462480
13.4293,long_1_turn_90,0.815262,0.649376,55.554601,0.802736,-0.000474,45.858262
13.4828,long_1_turn_90,0.815290,0.649418,56.265145,0.802771,-0.000438,46.568807
13.5377,long_1_turn_90,0.815290,0.649418,56.730705,0.802771,-0.000438,47.034366
13.5822,long_1_turn_90,0.815317,0.649461,57.434651,0.802805,-0.000400,47.738313
13.6327,long_1_turn_90,0.815317,0.649461,57.858854,0.802805,-0.000400,48.162515
13.6844,long_1_turn_90,0.815317,0.649461,58.586658,0.802805,-0.000400,48.890320
13.7336,long_1_turn_90,0.815331,0.649482,59.022308,0.802822,-0.000381,49.325970
13.7878,long_1_turn_90,0.815305,0.649439,59.729793,0.802789,-0.000420,50.033455
13.8285,long_1_turn_90,0.815305,0.649439,60.122570,0.802789,-0.000420,50.426231
13.8806,long_1_turn_90,0.815280,0.649395,60.824543,0.802757,-0.000459,51.128204
13.9300,long_1_turn_90,0.815268,0.649373,61.208181,0.802741,-0.000479,51.511842
13.9847,long_1_turn_90,0.815231,0.649306,61.874582,0.802694,-0.000539,52.178243
14.0329,long_1_turn_90,0.815219,0.649284,62.289659,0.802679,-0.000559,52.593321
14.0789,long_1_turn_90,0.815231,0.649306,62.947843,0.802694,-0.000538,53.251505
14.1359,long_1_turn_90,0.815231,0.649306,63.377066,0.802694,-0.000538,53.680728
14.1840,long_1_turn_90,0.815254,0.649351,64.041152,0.802724,-0.000497,54.344813
14.2364,long_1_turn_90,0.815254,0.649351,64.494178,0.802724,-0.000497,54.797839
14.3105,long_1_turn_90,0.815286,0.649420,65.191123,0.802767,-0.000435,55.494785
14.3377,long_1_turn_90,0.815275,0.649397,65.629710,0.802753,-0.000456,55.933372
14.3946,long_1_turn_90,0.815275,0.649397,66.323705,0.802753,-0.000456,56.627367
14.4514,long_1_turn_90,0.815285,0.649420,66.786082,0.802767,-0.000435,57.089743
14.4868,long_1_turn_90,0.815295,0.649444,67.460905,0.802780,-0.000414,57.764566
14.5436,long_1_turn_90,0.815286,0.649420,67.901240,0.802767,-0.000435,58.204902
14.6253,long_1_turn_90,0.815295,0.649444,68.591383,0.802780,-0.000413,58.895044
14.6370,long_1_turn_90,0.815295,0.649444,69.030496,0.802780,-0.000413,59.334157
14.6821,long_1_turn_90,0.815286,0.649420,69.686665,0.802767,-0.000435,59.990327
14.7508,long_1_turn_90,0.815277,0.649396,70.119310,0.802755,-0.000457,60.422971
14.7860,long_1_turn_90,0.815252,0.649325,70.734334,0.802717,-0.000523,61.037996
15.1709,long_1_turn_90,0.815235,0.649277,71.151686,0.802693,-0.000568,61.455348
15.1780,long_1_turn_90,0.815243,0.649301,71.772666,0.802705,-0.000546,62.076328
15.1849,long_1_turn_90,0.815236,0.649277,72.205810,0.802693,-0.000568,62.509471
15.1890,long_1_turn_90,0.815251,0.649325,72.835867,0.802716,-0.000523,63.139529
15.1918,long_1_turn_90,0.815266,0.649374,73.300074,0.802739,-0.000478,63.603736
15.1940,long_1_turn_90,0.815280,0.649422,73.953437,0.802761,-0.000432,64.257098
15.1954,long_1_turn_90,0.815287,0.649446,74.419877,0.802772,-0.000409,64.723539
15.1967,long_1_turn_90,0.815287,0.649446,75.102192,0.802772,-0.000409,65.405854
15.2334,long_1_turn_90,0.815274,0.649397,75.561270,0.802751,-0.000455,65.864931
15.2820,long_1_turn_90,0.815280,0.649422,76.244111,0.802762,-0.000432,66.547773
15.3372,long_1_turn_90,0.815280,0.649422,76.689802,0.802762,-0.000432,66.993463
15.3799,long_1_turn_90,0.815274,0.649397,77.376283,0.802752,-0.000456,67.679945
15.4367,long_1_turn_90,0.815264,0.649348,77.839172,0.802733,-0.000503,68.142834
15.4832,long_1_turn_90,0.815253,0.649298,78.473219,0.802714,-0.000550,68.776880
15.5387,long_1_turn_90,0.815248,0.649274,78.918397,0.802705,-0.000573,69.222058
15.5833,long_1_turn_90,0.815243,0.649249,79.554028,0.802696,-0.000597,69.857689
15.6366,long_1_turn_90,0.815243,0.649249,79.990989,0.802696,-0.000597,70.294651
15.6832,long_1_turn_90,0.815239,0.649224,80.576090,0.802688,-0.000621,70.879752
